"id","itemfile_nbr","manufacturer_id","row_creator_id","created_at","updated_at","itemfile_nbr_first_1","itemfile_nbr_first_2","itemfile_1prod_2manuf","itemfile_1prod_3manuf","itemfile_mfg_code","itemfile_nbr_2_and_3","itemfile_2prod_2manuf","itemfile_2prod_3manuf","itemfile_model_nbr_4_18","itemfile_mfg_model_nbr","itemfile_model_nbr_5_18","itemfile_model_nbr_6_18","itemfile_desc_1","itemfile_desc_1_and_2","itemfile_desc_2","itemfile_days_out_of_stock","itemfile_nbr_pieces","itemfile_reg_price","itemfile_sale_price","itemfile_spiff","itemfile_wholesale_tax_percent","itemfile_average_cost","itemfile_last_cost","itemfile_commission_code","itemfile_furn_style","itemfile_special_fee_item","itemfile_gl_main_acct_1","itemfile_gl_sub_acct_1","itemfile_gl_main_acct_2","itemfile_gl_sub_acct_2","itemfile_gl_main_acct_3","itemfile_gl_sub_acct_3","itemfile_gl_main_acct_4","itemfile_gl_sub_acct_4","itemfile_gl_main_acct_5","itemfile_gl_sub_acct_5","itemfile_gl_main_acct_6","itemfile_gl_sub_acct_6","itemfile_gl_main_acct_7","itemfile_gl_sub_acct_7","itemfile_use_store_as_pc_indr","itemfile_serialized_indr","itemfile_cost_method_indr","vendor_id","ht_etl_schema","itemfile_percent_of_price","itemfile_qty_on_hand","itemfile_sell_service_pol_indr","itemfile_taxable_indr","itemfile_movie_type_indr","itemfile_rtr_pricing_type","itemfile_rto_spiff","itemfile_rtr_monthly_price","itemfile_normal_terms_monthly","itemfile_monthly_rto_price","itemfile_normal_terms_weekly","itemfile_weekly_rto_price","itemfile_discontinued_indr","itemfile_first_received_date","itemfile_first_received_year","itemfile_first_received_month","itemfile_first_received_day","itemfile_furniture_indr","itemfile_qty_on_order","itemfile_date_due_in","itemfile_last_changed_date","itemfile_book_value_nbr_months","itemfile_inv_cube_size","itemfile_inv_unit_weight","itemfile_upc_code","itemfile_min_accept_price","itemfile_mgrs_override_price","itemfile_list_price","itemfile_no_discount_sale_item","itemfile_rate_code","itemfile_freight_override_amt","itemfile_glacct_rentinv_main","itemfile_glacct_rentinv_sub","itemfile_glacct_pfydepadj_main","itemfile_glacct_pfydepadj_sub","itemfile_glacct_accumdep_main","itemfile_glacct_accumdep_sub","itemfile_recv_inv_status"
"3218","MQSER500952266","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER500952266","R500952266","R500952266","500952266","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","518.990","0.000","0.00","0.00","243.100","243.100","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1031.88","52","1039.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1952","0.00","1110","0","5010","0","1210","0","N"
"3219","MQSER50095226650","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER50095226650","R50095226650","R50095226650","50095226650","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","518.990","0.000","0.00","0.00","243.100","243.100","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1031.88","52","1039.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1952","0.00","1110","0","5010","0","1210","0","N"
"3220","MQSER5009523361050","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER5009523361050","R5009523361050","R5009523361050","5009523361050","QUEEN MATTRESS","QUEEN MATTRESS","","0","1","1012.990","0.000","0.00","0.00","335.258","401.850","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","20","public","0.00","23","","Y","","N","0.00","0.00","18","2015.82","78","2027.22","N",,"0","0","0","N","0","2020-01-28","2019-03-18","24","0","0","","569.99","529.99","0.00","","2578","0.00","1110","0","5010","0","1210","0","N"
"3221","MQSER5009527311050","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER5009527311050","R5009527311050","R5009527311050","5009527311050","QUEEN MATTRESS","QUEEN MATTRESS","","0","1","1012.990","0.000","0.00","0.00","338.346","374.350","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","20","public","0.00","13","","Y","","N","0.00","0.00","18","2015.82","78","2027.22","N",,"0","0","0","N","0","2020-02-24","2019-03-18","24","0","0","","529.99","499.99","0.00","","2578","0.00","1110","0","5010","0","1210","0","N"
"3222","MQSER5009527461050","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER5009527461050","R5009527461050","R5009527461050","5009527461050","QUEEN MATTRESS","QUEEN MATTRESS","","0","1","817.990","0.000","0.00","0.00","311.359","363.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","Y","1","20","public","0.00","18","","Y","","N","0.00","0.00","18","1619.82","78","1637.22","N",,"0","0","0","N","0","2020-03-25","2019-06-12","24","0","0","","519.99","479.99","0.00","","2078","0.00","1110","0","5010","0","1210","0","N"
"3223","MQSER5009529871050","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER5009529871050","R5009529871050","R5009529871050","5009529871050","QUEEN MATTRESS","QUEEN MATTRESS","","0","1","518.990","0.000","0.00","0.00","252.980","252.980","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","1","","Y","","N","0.00","0.00","12","1031.88","52","1039.48","N",,"0","0","0","N","0",,"2017-12-11","24","0","0","","359.99","339.99","0.00","","1952","0.00","1110","0","5010","0","1210","0","N"
"3224","MQSER5009536311050","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER5009536311050","R5009536311050","R5009536311050","5009536311050","QUEEN MATTRESS","QUEEN MATTRESS","","0","1","1194.990","0.000","0.00","0.00","577.500","577.500","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","Y","1","19","public","0.00","2","","Y","","N","0.00","0.00","24","2375.76","104","2390.96","N",,"0","0","0","N","0","2019-06-25","2019-06-18","24","0","0","","819.99","759.99","0.00","","22104","0.00","1110","0","5010","0","1210","0","N"
"3225","MQSER500953681","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER500953681","R500953681","R500953681","500953681","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","648.990","0.000","0.00","0.00","266.610","266.610","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1295.88","52","1299.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","2452","0.00","1110","0","5010","0","1210","0","N"
"3226","MQSER50095372010","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER50095372010","R50095372010","R50095372010","50095372010","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","648.990","0.000","0.00","0.00","254.100","254.100","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1295.88","52","1299.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","2452","0.00","1110","0","5010","0","1210","0","N"
"3227","MQSER50095375650","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER50095375650","R50095375650","R50095375650","50095375650","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","518.990","0.000","0.00","0.00","269.500","269.500","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1031.88","52","1039.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1952","0.00","1110","0","5010","0","1210","0","N"
"3228","MQSER500953772","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER500953772","R500953772","R500953772","500953772","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","518.990","0.000","0.00","0.00","226.600","226.600","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1031.88","52","1039.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1952","0.00","1110","0","5010","0","1210","0","N"
"3229","MQSER50095377210","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER50095377210","R50095377210","R50095377210","50095377210","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","518.990","0.000","0.00","0.00","226.600","226.600","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1031.88","52","1039.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1952","0.00","1110","0","5010","0","1210","0","N"
"3230","MQSER500954153","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER500954153","R500954153","R500954153","500954153","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","778.990","0.000","0.00","0.00","385.000","385.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","18","1547.82","78","1559.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1978","0.00","1110","0","5010","0","1210","0","N"
"3231","MQSER50095415310","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER50095415310","R50095415310","R50095415310","50095415310","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","648.990","0.000","0.00","0.00","385.000","385.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1295.88","52","1299.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","2452","0.00","1110","0","5010","0","1210","0","N"
"3232","MQSER50095415350","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER50095415350","R50095415350","R50095415350","50095415350","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","648.990","0.000","0.00","0.00","385.000","385.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1295.88","52","1299.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","2452","0.00","1110","0","5010","0","1210","0","N"
"3233","MQSER500954442","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER500954442","R500954442","R500954442","500954442","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","648.990","0.000","0.00","0.00","332.200","332.200","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1295.88","52","1299.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","2452","0.00","1110","0","5010","0","1210","0","N"
"3234","MQSER50095444250","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER50095444250","R50095444250","R50095444250","50095444250","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","648.990","0.000","0.00","0.00","332.200","332.200","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1295.88","52","1299.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","2452","0.00","1110","0","5010","0","1210","0","N"
"3235","MQSER50095498150","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER50095498150","R50095498150","R50095498150","50095498150","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","466.990","0.000","0.00","0.00","220.000","220.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","923.88","52","935.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1752","0.00","1110","0","5010","0","1210","0","N"
"3236","MQSER500955261","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER500955261","R500955261","R500955261","500955261","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","648.990","0.000","0.00","0.00","244.200","244.200","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1295.88","52","1299.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","2452","0.00","1110","0","5010","0","1210","0","N"
"3237","MQSER50095565150","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER50095565150","R50095565150","R50095565150","50095565150","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","518.990","0.000","0.00","0.00","264.000","264.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1031.88","52","1039.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1952","0.00","1110","0","5010","0","1210","0","N"
"3238","MQSER500955653","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER500955653","R500955653","R500955653","500955653","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","778.990","0.000","0.00","0.00","332.200","332.200","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1547.88","52","1559.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","2952","0.00","1110","0","5010","0","1210","0","N"
"3239","MQSER5009556531050","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER5009556531050","R5009556531050","R5009556531050","5009556531050","QUEEN MATTRESS","QUEEN MATTRESS","","0","1","811.990","0.000","0.00","0.00","357.458","361.890","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","8","","Y","","N","0.00","0.00","15","1619.85","65","1624.35","N",,"0","0","0","N","0","2019-02-14","2018-09-06","24","0","0","","479.99","439.99","0.00","","2465","0.00","1110","0","5010","0","1210","0","N"
"3240","MQSER50095565350","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER50095565350","R50095565350","R50095565350","50095565350","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","778.990","0.000","0.00","0.00","332.200","332.200","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1547.88","52","1559.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","2952","0.00","1110","0","5010","0","1210","0","N"
"3241","MQSER500955851","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER500955851","R500955851","R500955851","500955851","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","518.990","0.000","0.00","0.00","269.500","269.500","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1031.88","52","1039.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1952","0.00","1110","0","5010","0","1210","0","N"
"3242","MQSER50095585150","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER50095585150","R50095585150","R50095585150","50095585150","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","596.990","0.000","0.00","0.00","314.300","314.300","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1187.88","52","1195.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","2252","0.00","1110","0","5010","0","1210","0","N"
"3243","MQSER50095595150","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER50095595150","R50095595150","R50095595150","50095595150","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","648.990","0.000","0.00","0.00","341.000","341.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1295.88","52","1299.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","2452","0.00","1110","0","5010","0","1210","0","N"
"3244","MQSER5009567561050","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER5009567561050","R5009567561050","R5009567561050","5009567561050","QUEEN MATTRESS","QUEEN MATTRESS","","0","1","856.990","0.000","0.00","0.00","331.100","331.100","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","4","","Y","","N","0.00","0.00","18","1709.82","78","1715.22","N",,"0","0","0","N","0","2019-01-11","2019-01-04","24","0","0","","469.99","439.99","0.00","","2178","0.00","1110","0","5010","0","1210","0","N"
"3245","MQSER50095705230","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER50095705230","R50095705230","R50095705230","50095705230","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","518.990","0.000","0.00","0.00","257.880","257.880","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1031.88","52","1039.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1952","0.00","1110","0","5010","0","1210","0","N"
"3246","MQSER50095724350","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER50095724350","R50095724350","R50095724350","50095724350","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","648.990","0.000","0.00","0.00","358.600","358.600","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1295.88","52","1299.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","2452","0.00","1110","0","5010","0","1210","0","N"
"3247","MQSER500957243QUN","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER500957243QUN","R500957243QUN","R500957243QUN","500957243QUN","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","648.990","0.000","0.00","0.00","325.200","325.200","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1295.88","52","1299.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","2452","0.00","1110","0","5010","0","1210","0","N"
"3248","MQSER500957252","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER500957252","R500957252","R500957252","500957252","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","518.990","0.000","0.00","0.00","269.500","269.500","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1031.88","52","1039.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1952","0.00","1110","0","5010","0","1210","0","N"
"3249","MQSER50095725210","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER50095725210","R50095725210","R50095725210","50095725210","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","778.990","0.000","0.00","0.00","269.500","269.500","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","18","1547.82","78","1559.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1978","0.00","1110","0","5010","0","1210","0","N"
"3250","MQSER50095725250","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER50095725250","R50095725250","R50095725250","50095725250","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","518.990","0.000","0.00","0.00","269.500","269.500","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1031.88","52","1039.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1952","0.00","1110","0","5010","0","1210","0","N"
"3251","MQSER500957343","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER500957343","R500957343","R500957343","500957343","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","778.990","0.000","0.00","0.00","341.000","341.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","18","1547.82","78","1559.22","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","1978","0.00","1110","0","5010","0","1210","0","N"
"3252","MQSER50095734350","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER50095734350","R50095734350","R50095734350","50095734350","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","778.990","0.000","0.00","0.00","341.000","341.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1547.88","52","1559.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","2952","0.00","1110","0","5010","0","1210","0","N"
"3253","MQSER500957352","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER500957352","R500957352","R500957352","500957352","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","674.990","0.000","0.00","0.00","341.000","341.000","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1343.88","52","1351.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","2552","0.00","1110","0","5010","0","1210","0","N"
"3254","MQSER5009579421050","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER5009579421050","R5009579421050","R5009579421050","5009579421050","QUEEN MATTRESS","QUEEN MATTRESS              EMBER SPRINGS PLUSH","EMBER SPRINGS PLUSH","0","1","778.990","0.000","0.00","0.00","294.643","346.500","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","Y","1","19","public","0.00","14","","Y","","N","0.00","0.00","18","1547.82","78","1559.22","N",,"0","0","0","N","0","2020-03-03","2019-05-21","24","0","0","","499.99","459.99","0.00","","1978","0.00","1110","0","5010","0","1210","0","N"
"3255","MQSER5009588411050","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER5009588411050","R5009588411050","R5009588411050","5009588411050","QUEEN MATTRESS","QUEEN MATTRESS              EMBER SPRINGS FIRM","EMBER SPRINGS FIRM","0","1","778.990","0.000","0.00","0.00","346.500","346.500","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","Y","1","19","public","0.00","3","","Y","","N","0.00","0.00","18","1547.82","78","1559.22","N",,"0","0","0","N","0","2019-06-28","2019-06-01","24","0","0","","499.99","459.99","0.00","","1978","0.00","1110","0","5010","0","1210","0","N"
"3256","MQSER500959951","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER500959951","R500959951","R500959951","500959951","QUEEN MATTRESS","QUEEN MATTRESS","","0","0","778.990","0.000","0.00","0.00","277.200","277.200","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","0","N","Y","N","N","0.00","0.00","12","1547.88","52","1559.48","Y",,"0","0","0","N","0",,,"0","0","0","","0.00","0.00","0.00","N","2952","0.00","1110","0","5010","0","1210","0","N"
"3257","MQSER50095995150","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER50095995150","R50095995150","R50095995150","50095995150","QUEEN MATTRESS","QUEEN MATTRESS              GLASTONBURY FIRM","GLASTONBURY FIRM","0","0","648.990","0.000","0.00","0.00","299.939","307.640","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","10","N","Y","N","N","0.00","0.00","12","1295.88","52","1299.48","N","2017-10-31","117","10","31","N","0",,"2018-05-15","0","0","0","","0.00","0.00","0.00","N","2452","0.00","1110","0","5010","0","1210","0","N"
"3258","MQSER5009604521030","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER5009604521030","R5009604521030","R5009604521030","5009604521030","QUEEN MATTRESS","QUEEN MATTRESS","","0","1","1168.990","0.000","0.00","0.00","582.560","582.560","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","19","public","0.00","3","","Y","","N","0.00","0.00","18","2321.82","78","2339.22","N",,"0","0","0","N","0","2018-10-23","2018-10-16","24","0","0","","829.99","769.99","0.00","","2978","0.00","1110","0","5010","0","1210","0","N"
"3259","MQSER5009604521050","98",,"2021-08-24 04:08:22.813516","2021-08-24 04:08:22.813516","M","MQ","QS","QSE","QSE","QS","SE","SER","ER5009604521050","R5009604521050","R5009604521050","5009604521050","QUEEN MATTRESS","QUEEN MATTRESS","","0","1","570.990","0.000","0.00","0.00","271.765","251.880","1","","N","4105","0","1110","0","0","0","4010","0","0","0","5010","0","0","0","Y","T","1","285","public","0.00","8","","Y","","N","0.00","0.00","12","1139.88","52","1143.48","N",,"0","0","0","N","0","2018-10-23","2018-01-02","24","0","0","","359.99","339.99","0.00","","2152","0.00","1110","0","5010","0","1210","0","N"
